Matrix,n,Experiment,Type,Variant,Decade,Count,ZeroCount,Total
rajat11,135,FactorAccumulatorIR,"posit<32,2>",Plain,-1,224,1106,1330
rajat11,135,FactorAccumulatorIR,"posit<32,2>",Plain,0,20,1106,1330
rajat11,135,FactorAccumulatorIR,"posit<32,2>",Plain,1,4,1106,1330
rajat11,135,FactorAccumulatorIR,"posit<32,2>",Quire,-7,18,1106,1330
rajat11,135,FactorAccumulatorIR,"posit<32,2>",Quire,-6,119,1106,1330
rajat11,135,FactorAccumulatorIR,"posit<32,2>",Quire,-5,337,1106,1330
rajat11,135,FactorAccumulatorIR,"posit<32,2>",Quire,-4,98,1106,1330
rajat11,135,FactorAccumulatorIR,"posit<32,2>",Quire,-3,90,1106,1330
rajat11,135,FactorAccumulatorIR,"posit<32,2>",Quire,-2,420,1106,1330
rajat11,135,FactorAccumulatorIR,"posit<32,2>",Quire,-1,223,1106,1330
rajat11,135,FactorAccumulatorIR,"posit<32,2>",Quire,0,21,1106,1330
rajat11,135,FactorAccumulatorIR,"posit<32,2>",Quire,1,4,1106,1330
rajat11,135,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-7,66,1547,3325
rajat11,135,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-6,286,1547,3325
rajat11,135,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-5,833,1547,3325
rajat11,135,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-4,245,1547,3325
rajat11,135,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-3,225,1547,3325
rajat11,135,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-2,1050,1547,3325
rajat11,135,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-1,557,1547,3325
rajat11,135,WorkingPrecisionResidualIR,"posit<32,2>",Plain,0,53,1547,3325
rajat11,135,WorkingPrecisionResidualIR,"posit<32,2>",Plain,1,10,1547,3325
rajat11,135,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-7,80,1547,3325
rajat11,135,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-6,278,1547,3325
rajat11,135,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-5,827,1547,3325
rajat11,135,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-4,245,1547,3325
rajat11,135,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-3,225,1547,3325
rajat11,135,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-2,1050,1547,3325
rajat11,135,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-1,560,1547,3325
rajat11,135,WorkingPrecisionResidualIR,"posit<32,2>",Quire,0,50,1547,3325
rajat11,135,WorkingPrecisionResidualIR,"posit<32,2>",Quire,1,10,1547,3325
rajat11,135,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-7,4,959,665
rajat11,135,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-6,63,959,665
rajat11,135,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-5,170,959,665
rajat11,135,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-4,49,959,665
rajat11,135,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-3,45,959,665
rajat11,135,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-2,210,959,665
rajat11,135,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-1,110,959,665
rajat11,135,WorkingPrecisionResidualIR,"posit<64,3>",Plain,0,12,959,665
rajat11,135,WorkingPrecisionResidualIR,"posit<64,3>",Plain,1,2,959,665
rajat11,135,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-7,4,959,665
rajat11,135,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-6,63,959,665
rajat11,135,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-5,170,959,665
rajat11,135,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-4,49,959,665
rajat11,135,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-3,45,959,665
rajat11,135,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-2,210,959,665
rajat11,135,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-1,110,959,665
rajat11,135,WorkingPrecisionResidualIR,"posit<64,3>",Quire,0,12,959,665
rajat11,135,WorkingPrecisionResidualIR,"posit<64,3>",Quire,1,2,959,665
rajat14,180,FactorAccumulatorIR,"posit<16,2>",Plain,-7,13,1755,13275
rajat14,180,FactorAccumulatorIR,"posit<16,2>",Plain,-6,86,1755,13275
rajat14,180,FactorAccumulatorIR,"posit<16,2>",Plain,-5,108,1755,13275
rajat14,180,FactorAccumulatorIR,"posit<16,2>",Plain,-4,36,1755,13275
rajat14,180,FactorAccumulatorIR,"posit<16,2>",Plain,-3,9,1755,13275
rajat14,180,FactorAccumulatorIR,"posit<16,2>",Plain,-2,360,1755,13275
rajat14,180,FactorAccumulatorIR,"posit<16,2>",Plain,-1,3837,1755,13275
rajat14,180,FactorAccumulatorIR,"posit<16,2>",Plain,0,6591,1755,13275
rajat14,180,FactorAccumulatorIR,"posit<16,2>",Plain,1,1694,1755,13275
rajat14,180,FactorAccumulatorIR,"posit<16,2>",Plain,2,343,1755,13275
rajat14,180,FactorAccumulatorIR,"posit<16,2>",Plain,3,135,1755,13275
rajat14,180,FactorAccumulatorIR,"posit<16,2>",Plain,4,63,1755,13275
rajat14,180,FactorAccumulatorIR,"posit<16,2>",Quire,-7,9,1783,14750
rajat14,180,FactorAccumulatorIR,"posit<16,2>",Quire,-6,101,1783,14750
rajat14,180,FactorAccumulatorIR,"posit<16,2>",Quire,-5,120,1783,14750
rajat14,180,FactorAccumulatorIR,"posit<16,2>",Quire,-4,40,1783,14750
rajat14,180,FactorAccumulatorIR,"posit<16,2>",Quire,-3,10,1783,14750
rajat14,180,FactorAccumulatorIR,"posit<16,2>",Quire,-2,400,1783,14750
rajat14,180,FactorAccumulatorIR,"posit<16,2>",Quire,-1,4257,1783,14750
rajat14,180,FactorAccumulatorIR,"posit<16,2>",Quire,0,7330,1783,14750
rajat14,180,FactorAccumulatorIR,"posit<16,2>",Quire,1,1882,1783,14750
rajat14,180,FactorAccumulatorIR,"posit<16,2>",Quire,2,381,1783,14750
rajat14,180,FactorAccumulatorIR,"posit<16,2>",Quire,3,150,1783,14750
rajat14,180,FactorAccumulatorIR,"posit<16,2>",Quire,4,70,1783,14750
rajat14,180,FactorAccumulatorIR,"posit<32,2>",Plain,-7,2,1559,2950
rajat14,180,FactorAccumulatorIR,"posit<32,2>",Plain,-6,20,1559,2950
rajat14,180,FactorAccumulatorIR,"posit<32,2>",Plain,-5,24,1559,2950
rajat14,180,FactorAccumulatorIR,"posit<32,2>",Plain,-4,8,1559,2950
rajat14,180,FactorAccumulatorIR,"posit<32,2>",Plain,-3,2,1559,2950
rajat14,180,FactorAccumulatorIR,"posit<32,2>",Plain,-2,80,1559,2950
rajat14,180,FactorAccumulatorIR,"posit<32,2>",Plain,-1,848,1559,2950
rajat14,180,FactorAccumulatorIR,"posit<32,2>",Plain,0,1472,1559,2950
rajat14,180,FactorAccumulatorIR,"posit<32,2>",Plain,1,374,1559,2950
rajat14,180,FactorAccumulatorIR,"posit<32,2>",Plain,2,76,1559,2950
rajat14,180,FactorAccumulatorIR,"posit<32,2>",Plain,3,30,1559,2950
rajat14,180,FactorAccumulatorIR,"posit<32,2>",Plain,4,14,1559,2950
rajat14,180,FactorAccumulatorIR,"posit<32,2>",Quire,-6,22,1559,2950
rajat14,180,FactorAccumulatorIR,"posit<32,2>",Quire,-5,24,1559,2950
rajat14,180,FactorAccumulatorIR,"posit<32,2>",Quire,-4,8,1559,2950
rajat14,180,FactorAccumulatorIR,"posit<32,2>",Quire,-3,2,1559,2950
rajat14,180,FactorAccumulatorIR,"posit<32,2>",Quire,-2,80,1559,2950
rajat14,180,FactorAccumulatorIR,"posit<32,2>",Quire,-1,847,1559,2950
rajat14,180,FactorAccumulatorIR,"posit<32,2>",Quire,0,1473,1559,2950
rajat14,180,FactorAccumulatorIR,"posit<32,2>",Quire,1,374,1559,2950
rajat14,180,FactorAccumulatorIR,"posit<32,2>",Quire,2,76,1559,2950
rajat14,180,FactorAccumulatorIR,"posit<32,2>",Quire,3,30,1559,2950
rajat14,180,FactorAccumulatorIR,"posit<32,2>",Quire,4,14,1559,2950
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-7,62,1755,13275
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-6,37,1755,13275
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-5,108,1755,13275
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-4,36,1755,13275
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-3,9,1755,13275
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-2,360,1755,13275
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-1,3836,1755,13275
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Plain,0,6604,1755,13275
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Plain,1,1683,1755,13275
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Plain,2,342,1755,13275
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Plain,3,135,1755,13275
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Plain,4,63,1755,13275
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-7,35,1643,7375
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-6,20,1643,7375
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-5,60,1643,7375
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-4,20,1643,7375
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-3,5,1643,7375
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-2,200,1643,7375
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-1,2115,1643,7375
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Quire,0,3685,1643,7375
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Quire,1,935,1643,7375
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Quire,2,190,1643,7375
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Quire,3,75,1643,7375
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Quire,4,35,1643,7375
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-6,11,1531,1475
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-5,12,1531,1475
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-4,4,1531,1475
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-3,1,1531,1475
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-2,40,1531,1475
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-1,425,1531,1475
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Plain,0,735,1531,1475
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Plain,1,187,1531,1475
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Plain,2,38,1531,1475
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Plain,3,15,1531,1475
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Plain,4,7,1531,1475
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-6,11,1531,1475
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-5,12,1531,1475
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-4,4,1531,1475
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-3,1,1531,1475
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-2,40,1531,1475
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-1,425,1531,1475
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Quire,0,735,1531,1475
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Quire,1,187,1531,1475
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Quire,2,38,1531,1475
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Quire,3,15,1531,1475
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Quire,4,7,1531,1475
rajat11,135,FactorAccumulatorIR,"posit<16,2>",Plain,-7,133,4046,14630
rajat11,135,FactorAccumulatorIR,"posit<16,2>",Plain,-6,1373,4046,14630
rajat11,135,FactorAccumulatorIR,"posit<16,2>",Plain,-5,3709,4046,14630
rajat11,135,FactorAccumulatorIR,"posit<16,2>",Plain,-4,1076,4046,14630
rajat11,135,FactorAccumulatorIR,"posit<16,2>",Plain,-3,997,4046,14630
rajat11,135,FactorAccumulatorIR,"posit<16,2>",Plain,-2,4614,4046,14630
rajat11,135,FactorAccumulatorIR,"posit<16,2>",Plain,-1,2441,4046,14630
rajat11,135,FactorAccumulatorIR,"posit<16,2>",Plain,0,243,4046,14630
rajat11,135,FactorAccumulatorIR,"posit<16,2>",Plain,1,44,4046,14630
rajat11,135,FactorAccumulatorIR,"posit<16,2>",Quire,-7,269,4340,15960
rajat11,135,FactorAccumulatorIR,"posit<16,2>",Quire,-6,1415,4340,15960
rajat11,135,FactorAccumulatorIR,"posit<16,2>",Quire,-5,4005,4340,15960
rajat11,135,FactorAccumulatorIR,"posit<16,2>",Quire,-4,1179,4340,15960
rajat11,135,FactorAccumulatorIR,"posit<16,2>",Quire,-3,1087,4340,15960
rajat11,135,FactorAccumulatorIR,"posit<16,2>",Quire,-2,5029,4340,15960
rajat11,135,FactorAccumulatorIR,"posit<16,2>",Quire,-1,2688,4340,15960
rajat11,135,FactorAccumulatorIR,"posit<16,2>",Quire,0,240,4340,15960
rajat11,135,FactorAccumulatorIR,"posit<16,2>",Quire,1,48,4340,15960
rajat11,135,FactorAccumulatorIR,"posit<32,2>",Plain,-7,19,1106,1330
rajat11,135,FactorAccumulatorIR,"posit<32,2>",Plain,-6,118,1106,1330
rajat11,135,FactorAccumulatorIR,"posit<32,2>",Plain,-5,337,1106,1330
rajat11,135,FactorAccumulatorIR,"posit<32,2>",Plain,-4,98,1106,1330
rajat11,135,FactorAccumulatorIR,"posit<32,2>",Plain,-3,90,1106,1330
rajat11,135,FactorAccumulatorIR,"posit<32,2>",Plain,-2,420,1106,1330
rajat11,135,FactorAccumulatorIR,"posit<32,2>",Plain,-1,224,1106,1330
rajat11,135,FactorAccumulatorIR,"posit<32,2>",Plain,0,20,1106,1330
rajat11,135,FactorAccumulatorIR,"posit<32,2>",Plain,1,4,1106,1330
rajat11,135,FactorAccumulatorIR,"posit<32,2>",Quire,-7,18,1106,1330
rajat11,135,FactorAccumulatorIR,"posit<32,2>",Quire,-6,119,1106,1330
rajat11,135,FactorAccumulatorIR,"posit<32,2>",Quire,-5,337,1106,1330
rajat11,135,FactorAccumulatorIR,"posit<32,2>",Quire,-4,98,1106,1330
rajat11,135,FactorAccumulatorIR,"posit<32,2>",Quire,-3,90,1106,1330
rajat11,135,FactorAccumulatorIR,"posit<32,2>",Quire,-2,420,1106,1330
rajat11,135,FactorAccumulatorIR,"posit<32,2>",Quire,-1,223,1106,1330
rajat11,135,FactorAccumulatorIR,"posit<32,2>",Quire,0,21,1106,1330
rajat11,135,FactorAccumulatorIR,"posit<32,2>",Quire,1,4,1106,1330
rajat11,135,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-7,66,1547,3325
rajat11,135,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-6,286,1547,3325
rajat11,135,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-5,833,1547,3325
rajat11,135,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-4,245,1547,3325
rajat11,135,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-3,225,1547,3325
rajat11,135,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-2,1050,1547,3325
rajat11,135,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-1,557,1547,3325
rajat11,135,WorkingPrecisionResidualIR,"posit<32,2>",Plain,0,53,1547,3325
rajat11,135,WorkingPrecisionResidualIR,"posit<32,2>",Plain,1,10,1547,3325
rajat11,135,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-7,80,1547,3325
rajat11,135,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-6,278,1547,3325
rajat11,135,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-5,827,1547,3325
rajat11,135,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-4,245,1547,3325
rajat11,135,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-3,225,1547,3325
rajat11,135,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-2,1050,1547,3325
rajat11,135,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-1,560,1547,3325
rajat11,135,WorkingPrecisionResidualIR,"posit<32,2>",Quire,0,50,1547,3325
rajat11,135,WorkingPrecisionResidualIR,"posit<32,2>",Quire,1,10,1547,3325
rajat11,135,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-7,4,959,665
rajat11,135,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-6,63,959,665
rajat11,135,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-5,170,959,665
rajat11,135,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-4,49,959,665
rajat11,135,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-3,45,959,665
rajat11,135,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-2,210,959,665
rajat11,135,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-1,110,959,665
rajat11,135,WorkingPrecisionResidualIR,"posit<64,3>",Plain,0,12,959,665
rajat11,135,WorkingPrecisionResidualIR,"posit<64,3>",Plain,1,2,959,665
rajat11,135,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-7,4,959,665
rajat11,135,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-6,63,959,665
rajat11,135,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-5,170,959,665
rajat11,135,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-4,49,959,665
rajat11,135,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-3,45,959,665
rajat11,135,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-2,210,959,665
rajat11,135,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-1,110,959,665
rajat11,135,WorkingPrecisionResidualIR,"posit<64,3>",Quire,0,12,959,665
rajat11,135,WorkingPrecisionResidualIR,"posit<64,3>",Quire,1,2,959,665
rajat14,180,FactorAccumulatorIR,"posit<16,2>",Plain,-7,13,1755,13275
rajat14,180,FactorAccumulatorIR,"posit<16,2>",Plain,-6,86,1755,13275
rajat14,180,FactorAccumulatorIR,"posit<16,2>",Plain,-5,108,1755,13275
rajat14,180,FactorAccumulatorIR,"posit<16,2>",Plain,-4,36,1755,13275
rajat14,180,FactorAccumulatorIR,"posit<16,2>",Plain,-3,9,1755,13275
rajat14,180,FactorAccumulatorIR,"posit<16,2>",Plain,-2,360,1755,13275
rajat14,180,FactorAccumulatorIR,"posit<16,2>",Plain,-1,3837,1755,13275
rajat14,180,FactorAccumulatorIR,"posit<16,2>",Plain,0,6591,1755,13275
rajat14,180,FactorAccumulatorIR,"posit<16,2>",Plain,1,1694,1755,13275
rajat14,180,FactorAccumulatorIR,"posit<16,2>",Plain,2,343,1755,13275
rajat14,180,FactorAccumulatorIR,"posit<16,2>",Plain,3,135,1755,13275
rajat14,180,FactorAccumulatorIR,"posit<16,2>",Plain,4,63,1755,13275
rajat14,180,FactorAccumulatorIR,"posit<16,2>",Quire,-7,9,1783,14750
rajat14,180,FactorAccumulatorIR,"posit<16,2>",Quire,-6,101,1783,14750
rajat14,180,FactorAccumulatorIR,"posit<16,2>",Quire,-5,120,1783,14750
rajat14,180,FactorAccumulatorIR,"posit<16,2>",Quire,-4,40,1783,14750
rajat14,180,FactorAccumulatorIR,"posit<16,2>",Quire,-3,10,1783,14750
rajat14,180,FactorAccumulatorIR,"posit<16,2>",Quire,-2,400,1783,14750
rajat14,180,FactorAccumulatorIR,"posit<16,2>",Quire,-1,4257,1783,14750
rajat14,180,FactorAccumulatorIR,"posit<16,2>",Quire,0,7330,1783,14750
rajat14,180,FactorAccumulatorIR,"posit<16,2>",Quire,1,1882,1783,14750
rajat14,180,FactorAccumulatorIR,"posit<16,2>",Quire,2,381,1783,14750
rajat14,180,FactorAccumulatorIR,"posit<16,2>",Quire,3,150,1783,14750
rajat14,180,FactorAccumulatorIR,"posit<16,2>",Quire,4,70,1783,14750
rajat14,180,FactorAccumulatorIR,"posit<32,2>",Plain,-7,2,1559,2950
rajat14,180,FactorAccumulatorIR,"posit<32,2>",Plain,-6,20,1559,2950
rajat14,180,FactorAccumulatorIR,"posit<32,2>",Plain,-5,24,1559,2950
rajat14,180,FactorAccumulatorIR,"posit<32,2>",Plain,-4,8,1559,2950
rajat14,180,FactorAccumulatorIR,"posit<32,2>",Plain,-3,2,1559,2950
rajat14,180,FactorAccumulatorIR,"posit<32,2>",Plain,-2,80,1559,2950
rajat14,180,FactorAccumulatorIR,"posit<32,2>",Plain,-1,848,1559,2950
rajat14,180,FactorAccumulatorIR,"posit<32,2>",Plain,0,1472,1559,2950
rajat14,180,FactorAccumulatorIR,"posit<32,2>",Plain,1,374,1559,2950
rajat14,180,FactorAccumulatorIR,"posit<32,2>",Plain,2,76,1559,2950
rajat14,180,FactorAccumulatorIR,"posit<32,2>",Plain,3,30,1559,2950
rajat14,180,FactorAccumulatorIR,"posit<32,2>",Plain,4,14,1559,2950
rajat14,180,FactorAccumulatorIR,"posit<32,2>",Quire,-6,22,1559,2950
rajat14,180,FactorAccumulatorIR,"posit<32,2>",Quire,-5,24,1559,2950
rajat14,180,FactorAccumulatorIR,"posit<32,2>",Quire,-4,8,1559,2950
rajat14,180,FactorAccumulatorIR,"posit<32,2>",Quire,-3,2,1559,2950
rajat14,180,FactorAccumulatorIR,"posit<32,2>",Quire,-2,80,1559,2950
rajat14,180,FactorAccumulatorIR,"posit<32,2>",Quire,-1,847,1559,2950
rajat14,180,FactorAccumulatorIR,"posit<32,2>",Quire,0,1473,1559,2950
rajat14,180,FactorAccumulatorIR,"posit<32,2>",Quire,1,374,1559,2950
rajat14,180,FactorAccumulatorIR,"posit<32,2>",Quire,2,76,1559,2950
rajat14,180,FactorAccumulatorIR,"posit<32,2>",Quire,3,30,1559,2950
rajat14,180,FactorAccumulatorIR,"posit<32,2>",Quire,4,14,1559,2950
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-7,62,1755,13275
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-6,37,1755,13275
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-5,108,1755,13275
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-4,36,1755,13275
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-3,9,1755,13275
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-2,360,1755,13275
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-1,3836,1755,13275
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Plain,0,6604,1755,13275
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Plain,1,1683,1755,13275
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Plain,2,342,1755,13275
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Plain,3,135,1755,13275
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Plain,4,63,1755,13275
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-7,35,1643,7375
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-6,20,1643,7375
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-5,60,1643,7375
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-4,20,1643,7375
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-3,5,1643,7375
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-2,200,1643,7375
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-1,2115,1643,7375
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Quire,0,3685,1643,7375
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Quire,1,935,1643,7375
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Quire,2,190,1643,7375
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Quire,3,75,1643,7375
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Quire,4,35,1643,7375
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-6,11,1531,1475
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-5,12,1531,1475
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-4,4,1531,1475
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-3,1,1531,1475
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-2,40,1531,1475
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-1,425,1531,1475
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Plain,0,735,1531,1475
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Plain,1,187,1531,1475
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Plain,2,38,1531,1475
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Plain,3,15,1531,1475
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Plain,4,7,1531,1475
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-6,11,1531,1475
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-5,12,1531,1475
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-4,4,1531,1475
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-3,1,1531,1475
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-2,40,1531,1475
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-1,425,1531,1475
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Quire,0,735,1531,1475
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Quire,1,187,1531,1475
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Quire,2,38,1531,1475
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Quire,3,15,1531,1475
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Quire,4,7,1531,1475
rajat05,301,FactorAccumulatorIR,"posit<16,2>",Plain,-7,68,4734,31250
rajat05,301,FactorAccumulatorIR,"posit<16,2>",Plain,-6,3087,4734,31250
rajat05,301,FactorAccumulatorIR,"posit<16,2>",Plain,-5,2752,4734,31250
rajat05,301,FactorAccumulatorIR,"posit<16,2>",Plain,-4,2863,4734,31250
rajat05,301,FactorAccumulatorIR,"posit<16,2>",Plain,-3,7027,4734,31250
rajat05,301,FactorAccumulatorIR,"posit<16,2>",Plain,-2,4539,4734,31250
rajat05,301,FactorAccumulatorIR,"posit<16,2>",Plain,-1,5462,4734,31250
rajat05,301,FactorAccumulatorIR,"posit<16,2>",Plain,0,5452,4734,31250
rajat05,301,FactorAccumulatorIR,"posit<16,2>",Quire,-7,90,5270,36250
rajat05,301,FactorAccumulatorIR,"posit<16,2>",Quire,-6,3593,5270,36250
